Day of Week,Director,Genre,Movie Title,Release Date,Studio,Adjusted Gross ($mill),Budget ($mill),Gross ($mill),IMDb Rating,MovieLens Rating,Runtime (min),Overseas ($mill)
Friday,Brad Bird,action,Tomorrowland,22/05/2015,Buena Vista Studios,202.1,170,202.1,6.7,3.26,130,111.9
Friday,Scott Waugh,action,Need for Speed,14/03/2014,Buena Vista Studios,204.2,66,203.3,6.6,2.97,132,159.7
Friday,Patrick Hughes,action,The Expendables 3,15/08/2014,Lionsgate,207.1,100,206.2,6.1,2.93,126,166.9
Friday,"Phil Lord, Chris Miller",comedy,21 Jump Street,16/03/2012,Sony,208.8,42,201.6,7.2,3.62,109,63.1
Friday,Roland Emmerich,action,White House Down,28/06/2013,Sony,209.7,150,205.4,8,3.65,131,132.3
Friday,David Ayer,action,Fury,17/10/2014,Sony,212.8,80,211.8,5.8,2.85,134,126
Thursday,Rob Marshall,adventure,Into the Woods,25/12/2014,Buena Vista Studios,213.9,50,212.9,6,3.16,125,84.9
Friday,Daniel Espinosa,action,Safe House,10/2/2012,Universal,215.5,85,208.1,6.8,3.45,115,81.7
Friday,Gary Shore,action,Dracula Untold,10/10/2014,Universal,216.5,70,215.5,6.3,2.92,92,159.2
Friday,"Henry Joost, Ariel Schulman",horror,Paranormal Activity 3,21/10/2011,Paramount Pictures,218.8,5,207,5.9,2.9,84,103
Friday,Eric Brevig,animation,Yogi Bear,17/12/2010,WB,219.9,80,201.6,4.5,2.17,80,101.3
Friday,Morten Tyldum,biography,The Imitation Game,28/11/2014,Weinstein Company,221,15,220,8.1,4,114,128.9
Thursday,Bryan Singer,biography,Valkyrie,25/12/2008,UA Entertainment,221.2,75,200.3,7.1,3.44,121,117.2
Friday,Seth Gordon,comedy,Horrible Bosses,8/7/2011,WB/New Line,221.6,37,209.6,6.9,3.37,98,92.1
Friday,Ryan Murphy,drama,Eat Pray Love,13/08/2010,Sony,223.1,60,204.6,5.6,2.84,133,124
Friday,Paul Greengrass,drama,Captain Phillips,11/10/2013,Sony,223.4,55,218.8,7.9,3.84,134,111.7
Friday,Hayao Miyazaki,animation,Ponyo,14/08/2009,Buena Vista Studios,223.7,34,201.8,7.7,3.82,101,186.7
Friday,Jaume Collet-Serra,action,Non-Stop,28/02/2014,Universal,223.8,50,222.8,7,3.4,106,130.6
Friday,Jonathan Liebesman,action,Battle: Los Angeles,11/3/2011,Sony,223.9,70,211.8,7.6,3.65,116,128.3
Friday,Christopher McQuarrie,action,Jack Reacher,21/12/2012,Paramount Pictures,226.1,60,218.3,7,3.46,130,138.3
Friday,Dennis Dugan,comedy,Just Go With It,11/2/2011,Sony,227.2,80,214.9,6.4,3.17,117,111.9
Friday,Robert Luketic,comedy,The Ugly Truth,24/07/2009,Sony,227.6,38,205.3,6.5,3.21,96,116.4
Friday,Jake Kasdan,comedy,Bad Teacher,24/06/2011,Sony,228.6,19,216.2,5.7,2.96,92,115.9
Wednesday,Tate Taylor,drama,The Help,10/8/2011,Buena Vista Studios,229,25,216.6,8.1,3.93,146,46.9
Friday,Todd Phillips,comedy,Due Date,5/11/2010,WB,231,65,211.8,6.6,3.17,95,111.2
Friday,Tommy Wirkola,action,Hansel and Gretel: Witch Hunters,25/01/2013,Paramount Pictures,231,50,226.3,6.1,2.9,88,170.6
Friday,Adam Shankman,musical,Hairspray (2007),20/07/2007,New Line Cinema,232.3,75,202.5,6.8,3.44,117,83.7
Friday,Martin Campbell,action,Green Lantern,17/06/2011,WB,232.5,200,219.9,5.7,2.87,114,103.3
Wednesday,Baz Luhrmann,adventure,Australia,26/11/2008,Fox,233.4,78,211.3,7.6,3.5,165,161.8
Friday,Neill Blomkamp,sci-fi,District 9,14/08/2009,TriStar,233.7,30,210.8,8,3.87,112,95.2
Friday,Paul Feig,action,The Heat,28/06/2013,Fox,234.7,43,229.9,6.6,4.07,117,70.3
Wednesday,Jon Turteltaub,action,The Sorcerer's Apprentice,14/07/2010,Buena Vista Studios,234.8,160,215.3,7.1,3.48,109,152.1
Thursday,Adam Shankman,comedy,Bedtime Stories,25/12/2008,Buena Vista Studios,235.2,80,212.9,6.1,3.12,99,102.8
Friday,Garry Marshall,comedy,Valentine's Day,12/2/2010,WB,236.1,52,216.5,5.8,3,125,106
Wednesday,Michael Mann,biography,Public Enemies,1/7/2009,Universal,237.3,102.5,214.1,7,3.36,140,117
Friday,Brian Grant,crime,Immortals,11/11/2011,Relativity Media,239.9,75,226.9,6.1,2.93,98,143.4
Friday,Ben Affleck,drama,Argo,12/10/2012,WB,240.6,44.5,232.3,7.8,3.9,120,96.3
Friday,Michel Gondry,action,The Green Hornet,14/01/2011,Sony,240.8,110,227.8,5.9,2.97,119,129
Friday,Peyton Reed,comedy,The Break-Up,2/6/2006,Universal,241.8,52,205,5.8,2.94,106,86.3
Friday,Nancy Meyers,comedy,The Holiday,8/12/2006,Sony,241.9,85,205.1,6.9,3.53,138,141.9
Friday,Tom Vaughan,comedy,What Happens in Vegas,9/5/2008,Fox,242.3,35,219.4,7.3,3.51,99,139.1
Friday,Nancy Meyers,comedy,It's Complicated,25/12/2009,Universal,242.9,75,219.1,6.6,2.5,120,106.4
Friday,"Hayden Schlossberg, Jon Hurwitz",comedy,American Reunion,6/4/2012,Universal,243.4,50,235,6.8,3.17,113,178
Wednesday,Jose Padilha,sci-fi,RoboCop,12/2/2014,Sony,243.8,120,242.7,7.1,3.34,117,184.1
Friday,Klay Hall,animation,Planes,9/8/2013,Buena Vista Studios,244.3,50,239.3,5.7,2.86,91,149
Friday,Brett Ratner,action,Hercules (2015),25/07/2014,Paramount Pictures,244.5,100,243.4,6.1,3.33,98,170.7
Friday,David O. Russell,romance,Silver Linings Playbook,16/11/2012,Weinstein Company,244.9,21,236.4,7.8,3.86,122,104.3
Friday,David Fincher,biography,The Social Network,1/10/2010,Sony,245.3,40,224.9,7.8,3.67,120,128
Thursday,Doug Liman,action,Jumper,14/02/2008,Fox,245.4,82.5,222.2,6.1,2.98,88,142.1
Tuesday,David Fincher,crime,The Girl with the Dragon Tattoo (2011),20/12/2011,Sony,245.9,90,232.6,7.9,3.87,158,130.1
Wednesday,Dean Parisot,comedy,Fun with Dick and Jane,21/12/2005,Sony,246,140,202,6.1,3,90,91.7
Friday,Peyton Reed,comedy,Yes Man,19/12/2008,WB,246.5,50,223.2,6.9,3.46,104,125.6
Friday,Chris Columbus,fantasy,Percy Jackson & The Olympians: The Lightning Thief,12/2/2010,Fox,247,95,226.5,5.9,3.01,118,137.7
Friday,Paul W.S. Anderson,action,Resident Evil: Retribution,14/09/2012,Screen Gems,248.8,65,240.2,5.3,3,96,197.8
Friday,M. Night Shyamalan,action,After Earth,31/05/2013,Sony,248.9,130,243.8,4.9,2.43,100,183.3
Friday,Judd Apatow,comedy,Knocked Up,1/6/2007,Universal,251.3,27.5,219.1,7.1,3.59,129,70.3
Friday,Pierre Morel,action,Taken,30/01/2009,Fox,251.4,25,226.8,7.9,3.85,93,81.8
Friday,Dennis Dugan,comedy,Grown Ups 2,12/7/2013,Sony,252.1,80,247,5.4,2.34,101,113.3
Friday,Peter Hewitt,comedy,Garfield: The Movie,11/6/2004,Fox,252.8,50,200.8,4.9,2.27,80,125.4
Friday,Tim Burton,comedy,Dark Shadows,11/5/2012,WB,254.3,150,245.5,6.2,3.03,113,165.8
Friday,Peter Segal,action,Get Smart,20/06/2008,WB,254.8,80,230.7,6.5,3.27,110,100.4
Wednesday,Antoine Fuqua,action,King Arthur,7/7/2004,Buena Vista Studios,256.3,90,203.6,6.3,3.05,126,151.7
Friday,David O. Russell,drama,American Hustle,13/12/2013,Sony,256.4,40,251.2,6.3,2.81,138,101.1
Friday,John R. Leonetti,horror,Annabelle,3/10/2014,WB/New Line,256.5,6.5,255.3,5.4,2.41,99,171
Friday,Scott Derrickson,drama,The Day the Earth Stood Still (2008),12/12/2008,Fox,257.5,80,233.1,5.5,2.81,104,153.7
Friday,Ridley Scott,action,Kingdom of Heaven,6/5/2005,Fox,257.8,110,211.7,7.2,3.47,145,164.3
Saturday,Rob Letterman,adventure,Gulliver's Travels,25/12/2010,Fox,258.9,112,237.4,4.9,2.53,85,194.6
Friday,Paul King,comedy,Paddington,16/01/2015,StudioCanal,259.5,55,259.5,7.3,2.89,95,183.3
Friday,Gore Verbinski,animation,Rango,4/3/2011,Paramount Pictures,259.8,135,245.7,7.3,3.51,107,122.2
Friday,Mark Steven Johnson,action,Ghost Rider,16/02/2007,Sony,262.4,120,228.7,5.2,2.19,114,112.9
Friday,Brad Silberling,adventure,Lemony Snicket's A Series of Unfortunate Events,17/12/2004,Paramount Pictures,263.2,100,209.1,6.8,3.37,108,90.4
Friday,Steve Bendelack,comedy,Mr. Bean's Holiday,24/08/2007,Universal,263.5,25,229.7,6.3,2.84,90,196.4
Wednesday,Jason Reitman,comedy,Juno,5/12/2007,Fox Searchlight Pictures,265.5,7,231.4,6.3,2.97,96,87.9
Tuesday,Gore Verbinski,action,The Lone Ranger,2/7/2013,Buena Vista Studios,265.9,225,260.5,6.5,3.03,149,171.2
Friday,Pete Docter,animation,Inside Out,19/06/2015,Buena Vista Studios,266.6,175,266.6,8.8,4.15,102,81.5
Friday,Eric Brevig,action,Journey to the Center of the Earth,11/7/2008,WB/New Line,267.3,45,242,5.8,2.87,93,140.3
Thursday,David Frankel,comedy,Marley and Me,25/12/2008,Fox,268.1,60,242.7,6.2,2.96,115,99.6
Friday,Clark Johnson,action,S.W.A.T.,8/8/2003,Sony,268.4,70,207.7,6,3.01,117,90.8
Friday,Martin Scorsese,biography,The Aviator,17/12/2004,MiraMax,269,110,213.7,7.5,3.61,170,111.1
Friday,Ridley Scott,action,Exodus: Gods and Kings,12/12/2014,Fox,269.2,140,268,6.1,2.66,150,203
Friday,"Phil Lord, Chris Miller",animation,Cloudy with a Chance of Meatballs,18/09/2009,Sony,269.4,100,243,7,3.49,90,118.1
Friday,Nicholas Stoller,comedy,Neighbors,9/5/2014,Universal,269.4,18,268.2,6.4,3.09,97,118
Wednesday,Lawrence Guterman,action,Cats & Dogs,4/7/2001,WB,269.5,60,200.7,5.2,2.7,87,107.3
Wednesday,Dany Boon,drama,Bienvenue chez les Ch'tis,20/02/2008,Path_ Distribution,270.7,15.3,245.1,7.1,3.75,106,245.1
Friday,Robert Schwentke,action,Flightplan,23/09/2005,Buena Vista Studios,272,55,223.4,6.2,3.08,98,133.7
Wednesday,Clint Eastwood,drama,Million Dollar Baby,15/12/2004,WB,272.9,30,216.8,8.1,3.87,132,116.3
Friday,Cameron Crowe,mystery,Vanilla Sky,14/12/2001,Paramount Pictures,273.1,70,203.4,6.9,3.36,136,102.8
Friday,Peter Weir,action,Master and Commander: The Far Side of the World,14/11/2003,Fox,274,135,212,7.4,3.64,138,118.1
Friday,Chris Wedge,animation,Epic,24/05/2013,Fox,274,100,268.4,6.7,1.49,102,160.9
Friday,Rob Minkoff,animation,Mr. Peabody & Sherman,7/3/2014,Fox,274.1,145,272.9,6.9,3.4,92,161.4
Friday,Michael Mann,crime,Collateral,6/8/2004,DreamWorks,274.2,60,217.8,7.6,3.7,120,116.8
Thursday,J. J. Abrams,thriller,Super 8,9/6/2011,Paramount Pictures,275,50,260.1,7.1,3.53,112,133.1
Wednesday,"Ethan Coen, Joel Coen",adventure,True Grit,22/12/2010,Paramount Pictures,275.2,35,252.3,7.7,3.87,110,81
Wednesday,Rawson Marshall Thurber,comedy,We're the Millers,7/8/2013,WB,275.6,37,270,7.1,3.43,110,119.6
Friday,Steven Spielberg,drama,The Terminal,18/06/2004,DreamWorks,276.2,75,219.4,6.1,3.18,128,141.5
Friday,Brett Ratner,crime,Red Dragon,4/10/2002,Universal,276.5,78,209.2,7.2,3.57,124,116
Friday,Elizabeth Banks,comedy,Pitch Perfect 2,15/05/2015,Universal,276.9,29,276.9,6.9,3.3,115,95.9
Friday,Rob Cohen,action,The Fast and the Furious,22/06/2001,Universal,278.4,38,207.3,6.7,3.16,106,62.8
Friday,Kenny Ortega,comedy,High School Musical 3: Senior Year,24/10/2008,Buena Vista Studios,279.3,11,252.9,4.3,2.33,112,162.3
Wednesday,Michael Moore,documentary,Fahrenheit 9/11,23/06/2004,Lionsgate Films,280,6,222.4,7.5,3.57,122,103.3
Friday,"Cody Cameron, Kris Pearn",animation,Cloudy with a Chance of Meatballs 2,27/09/2013,Sony,280,78,274.3,6.5,3.21,95,154.5
Friday,Frank Coraci,comedy,Click,23/06/2006,Revolution Studios,280.4,82.5,237.7,6.4,3.11,107,100.3
Friday,Francis Lawrence,fantasy,Constantine,18/02/2005,WB,281.2,100,230.9,7.6,3.35,121,154.9
Friday,Alejandro Amenˆbar,horror,The Others,10/8/2001,MiraMax,281.8,17,209.9,7.6,3.71,101,113.4
Friday,Doug Liman,action,The Bourne Identity,14/06/2002,Universal,282.9,60,214,7.9,3.9,119,92.4
Friday,Jon Favreau,comedy,Elf,7/11/2003,New Line Cinema,284.8,32,220.4,6.9,3.41,97,47
Friday,Steven Spielberg,biography,Lincoln,9/11/2012,Buena Vista Studios,285.1,65,275.3,7.4,3.74,150,93.1
Friday,David Zucker,comedy,Scary Movie 3,24/10/2003,Dimension Films,285.2,45,220.7,5.4,2.46,84,110.7
Wednesday,James Mangold,action,Knight & Day,23/06/2010,Fox,285.6,117,261.9,6.3,3.27,109,185.5
Friday,Tony Gilroy,action,The Bourne Legacy,10/8/2012,Universal,286,125,276.1,6.7,3.49,135,162.9
Friday,Hayao Miyazaki,animation,Howl's Moving Castle,10/6/2005,Buena Vista Studios,286.4,24,235.2,8.2,4.07,119,230.5
Wednesday,Steven Soderbergh,crime,Traffic,27/12/2000,USA,286.6,48,207.5,7.7,3.82,147,83.4
Wednesday,David Soren,animation,Turbo,17/07/2013,Fox,288.5,135,282.6,6.5,2.94,96,199.5
Wednesday,Kenny Ortega,documentary,Michael Jackson's This Is It,28/10/2009,Sony,289.5,60,261.2,7.6,3.37,111,189.1
Friday,Neil Burger,adventure,Divergent,21/03/2014,Lionsgate/Summit,290,85,288.7,6.8,3.41,139,137.8
Friday,Walt Becker,action,Wild Hogs,2/3/2007,Buena Vista Studios,290.9,60,253.6,5.9,2.79,100,85.4
Friday,Neill Blomkamp,action,Elysium,9/8/2013,TriStar,292.1,120,286.1,6.7,3.29,109,193.1
Friday,Joseph Kosinski,action,Oblivion,19/04/2013,Universal,292.2,120,286.2,7,3.5,124,197.1
Friday,Donald Petrie,comedy,Miss Congeniality,22/12/2000,WB,293.7,45,212.7,6.1,3.04,109,105.9
Friday,Tim Burton,fantasy,Sleepy Hollow,19/11/1999,Paramount Pictures,294.2,70,206.1,7.6,3.55,105,105
Friday,Stefen Fangmeier,action,Eragon,15/12/2006,Fox,294.3,100,249.5,5.1,2.63,104,174.5
Friday,Andrew Stanton,sci-fi,John Carter,9/3/2012,Buena Vista Studios,294.3,263.7,284.1,6.6,3.27,132,211.1
Friday,Ang Lee,action,"Crouching Tiger, Hidden Dragon",8/12/2000,Sony Picture Classics,294.8,15,213.5,7.9,3.9,120,85.4
Friday,Tom Shadyac,comedy,Patch Adams,25/12/1998,Universal,295.1,90,202.3,6.6,3.15,115,67.3
Friday,Robert Schwentke,action,The Divergent Series: Insurgent,20/03/2015,Lionsgate/Summit,295.1,110,295.1,6.9,3.17,119,165.1
Friday,Brett Ratner,action,Rush Hour 3,10/8/2007,New Line Cinema,296,180,258,6.2,2.97,91,117.9
Wednesday,"Ron Clements, John Musker",animation,The Princess and the Frog,25/11/2009,Buena Vista Studios,296,105,267,7.2,3.59,97,162.6
Friday,Dennis Dugan,comedy,Grown Ups,25/06/2010,Sony,296,75,271.4,6,2.81,102,109.4
Wednesday,Roland Emmerich,action,The Patriot,28/06/2000,Sony,297.3,110,215.3,6.1,3.22,165,102
Friday,Martin Campbell,action,Vertical Limit,8/12/2000,Sony,297.9,75,215.7,5.8,2.85,124,146.4
Friday,Roland Emmerich,action,"10,000 B.C.",7/3/2008,WB,298,105,269.8,5,2.53,109,175
Friday,Clint Eastwood,drama,Gran Torino,12/12/2008,WB,298.2,33,270,8.2,3.99,116,121.9
Friday,Jesse Dylan,comedy,American Wedding,1/8/2003,Universal,299.1,55,231.4,7.6,3.85,96,126.9
Friday,Sylvester Stallone,action,The Expendables,13/08/2010,Lionsgate,299.4,82,274.5,6.5,3.01,103,171.4
Wednesday,Peter Hyams,action,End of Days,24/11/1999,Universal,302.6,100,212,5.7,2.68,121,145.1
Friday,Jon Amiel,crime,Entrapment,30/04/1999,Fox,303.2,66,212.4,6.2,3.16,113,124.7
Friday,Florian Henckel von Donnersmarck,action,The Tourist,10/12/2010,Sony,303.5,100,278.3,6,3.08,103,210.7
Friday,Paul Feig,comedy,Bridesmaids,13/05/2011,Universal,304.9,32.5,288.4,6.8,3.53,125,119.3
Friday,John Singleton,action,2 Fast 2 Furious,6/6/2003,Universal,305.5,76,236.4,5.8,2.5,107,109.2
Friday,Ridley Scott,drama,American Gangster,2/11/2007,Universal,305.7,100,266.5,7.8,3.83,157,136.3
Friday,Zack Snyder,action,Superman,14/06/2013,WB,306.4,55,300.2,7.3,3.38,143,166
Friday,Larry Charles,comedy,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,3/11/2006,Fox,308.6,18,261.6,7.3,3.5,84,133.1
Friday,Josh Boone,drama,The Fault in our Stars,6/6/2014,Fox,308.6,12,307.2,7.9,3.58,126,182.4
Wednesday,"Peter Lord, Nick Park",animation,Chicken Run,21/06/2000,DreamWorks,310.4,42,224.8,7.1,3.58,84,118
Thursday,John Moore,action,A Good Day to Die Hard,14/02/2013,Fox,311,92,304.7,5.3,2.59,98,237.3
Friday,"Paul Tibbitt, Mike Mitchell",animation,The SpongeBob Movie: Sponge Out of Water,6/2/2015,Paramount Pictures,311.6,74,311.6,6.2,2.25,92,148.6
Friday,Peter Berg,action,Battleship,18/05/2012,Universal,313.8,209,303,5.9,2.83,131,237.6
Thursday,Michael Patrick King,comedy,Sex and the City 2,27/05/2010,WB/New Line,314.4,95,288.3,4.2,2.32,146,193
Friday,Jonathan Liebesman,action,Wrath of the Titans,30/03/2012,WB,316.2,150,305.3,5.8,2.78,99,221.6
Friday,Simon West,action,The Expendables 2,17/08/2012,Lionsgate,316.3,100,305.4,6.7,3.08,103,220.4
Friday,Shawn Levy,action,Real Steel,7/10/2011,Buena Vista Studios,316.4,110,299.3,6.3,3.28,127,213.8
Friday,Steven Spielberg,adventure,A.I. Artificial Intelligence,29/06/2001,WB,316.8,90,235.9,7.1,3.21,146,157.3
Wednesday,Barry Sonnenfeld,action,Wild Wild West,30/06/1999,WB,317,175,222.1,4.8,2.31,106,108.3
Friday,Ang Lee,action,Hulk,20/06/2003,Universal,317.2,137,245.4,5.7,2.69,138,113.2
Friday,"Chris Wedge, Carlos Saldanha",animation,Robots,11/3/2005,Fox,317.4,80,260.7,6.3,3.28,91,132.5
Wednesday,Peter Ramsey,animation,Rise of the Guardians,21/11/2012,Pacific Data/DreamWorks,317.9,145,306.9,7.3,3.6,97,203.5
Friday,"Brenda Chapman, Steve Hickner, Simon Wells",animation,The Prince of Egypt,18/12/1998,DreamWorks,318.9,60,218.6,7,3.42,99,117.2
Friday,Richard Curtis,comedy,Love Actually,7/11/2003,Universal,319.1,45,246.9,7.7,3.8,135,187.2
Friday,Phillip Noyce,action,Salt,23/07/2010,Sony,320.1,110,293.5,6.4,3.33,100,175.2
Friday,Curtis Hanson,drama,8 Mile,8/11/2002,Universal,321.1,41,242.9,6.9,3.25,110,126.1
Friday,Martin Scorsese,drama,Shutter Island,19/02/2010,Paramount Pictures,321.5,80,294.8,8.1,3.91,138,166.8
Friday,Paul W.S. Anderson,action,Resident Evil: Afterlife,10/9/2010,Screen Gems,323,57.5,296.2,5.9,3.1,97,236.1
Friday,M. Night Shyamalan,mystery,The Village,30/07/2004,Buena Vista Studios,323.2,71.7,256.7,6.5,3.26,108,142.5
Friday,"Aaron Blaise, Robert A. Walker",animation,Brother Bear,24/10/2003,Buena Vista Studios,323.6,18,250.4,6.7,3.17,82,165.1
Friday,Hoyt Yeatman,action,G-Force,24/07/2009,Buena Vista Studios,324.6,82.5,292.8,5.1,2.55,88,173.4
Friday,James Wan,horror,The Conjuring,19/07/2013,WB,324.6,20,318,7.5,3.59,112,180.6
Friday,Olivier Megaton,action,Taken 3,9/1/2015,Fox,325.8,48,325.8,6.1,2.88,109,236.5
Friday,H.B. Halicki,action,Gone in 60 Seconds,9/5/2000,Buena Vista Studios,327.6,90,237.2,6.5,3.07,105,135.6
Friday,"Steve Martino, Jimmy Hayward",animation,Dr. Seuss' Horton Hears a Who!,14/03/2008,Fox,328.2,85,297.1,6.9,3.45,86,142.6
Wednesday,Mel Gibson,action,Braveheart,24/05/1995,Paramount Pictures,328.3,72,210.4,8.4,4.05,177,134.8
Friday,Gore Verbinski,horror,The Ring,18/10/2002,DreamWorks,329.5,48,249.3,7.1,3.43,115,120.2
Friday,"Steve Hickner, Simon J. Smith",animation,Bee Movie,2/11/2007,Pacific Data/DreamWorks,329.9,150,287.6,6.2,3.01,91,161
Friday,Stephen Sommers,animation,The Jungle Book,23/12/1994,Disney,330.2,27,205.8,7.6,3.38,111,64
Friday,Beeban Kidron,comedy,Bridget Jones: The Edge of Reason,12/11/2004,Universal,330.5,50,262.5,5.9,2.97,108,222.3
Friday,Steve Oedekerk,comedy,Ace Ventura: When Nature Calls,10/11/1995,WB,331.4,30,212.4,6.3,2.62,90,104
Friday,Tim Story,action,Fantastic Four: Rise of the Silver Surfer,15/06/2007,Fox,331.5,120,289,5.6,2.86,92,157.1
Friday,Simon West,action,Con Air,6/6/1997,Buena Vista Studios,331.9,80,224,6.8,3.19,115,122.9
Friday,"Phil Lord, Chris Miller",comedy,22 Jump Street,13/06/2014,Sony,332.8,50,331.3,7.1,3.5,112,139.6
Friday,Roberto Benigni,drama,Life Is Beautiful,23/10/1998,MiraMax,334.4,20,229.2,8.6,4.18,116,171.6
Friday,Gus Van Sant,drama,Good Will Hunting,5/12/1997,MiraMax,334.7,10,225.9,8.3,4.04,126,87.5
Friday,Joseph McGinty Nichol,action,Charlie's Angels: Full Throttle,27/06/2003,Sony,335,120,259.2,4.8,2.54,106,158.3
Friday,Dennis Dugan,comedy,Big Daddy,25/06/1999,Sony,335.2,30,234.8,6.4,3.12,93,71.3
Friday,Stephen Sommers,action,G.I. Joe: The Rise of Cobra,7/8/2009,Paramount Pictures,335.3,175,302.5,5.8,2.85,118,152.3
Friday,"Paul Weitz, Chris Weitz",comedy,American Pie,9/7/1999,Universal,336.2,12,235.5,7,3.34,95,132.9
Wednesday,Paul Weitz,comedy,Little Fockers,22/12/2010,Universal,338.8,100,310.7,5.4,2.7,98,162.2
Friday,Noam Murro,action,300: Rise of An Empire,7/3/2014,WB,339.1,110,337.6,6.3,2.93,102,231
Wednesday,Jonathan Demme,drama,Philadelphia,22/12/1993,TriStar,340.2,26,206.7,8.8,3.82,125,129.2
Friday,Ang Lee,action,The Incredible Hulk,20/06/2003,Universal,340.4,137,263.4,6.9,3.34,138,128.6
Friday,Martin Scorsese,thriller,The Departed,6/10/2006,WB,341.8,90,289.8,8.5,4.11,151,157.5
Friday,Wes Ball,action,The Maze Runner,19/09/2014,Fox,342.3,34,340.8,6.9,3.38,113,238.3
Friday,"Christopher Williams, Byron Howard",animation,Bolt,21/11/2008,Buena Vista Studios,342.4,150,310,6.9,3.53,96,195.9
Wednesday,M. Night Shyamalan,fantasy,Unbreakable,22/11/2000,Buena Vista Studios,342.6,73.2,248.1,7.2,3.48,106,153.1
Friday,John Lee Hancock,biography,The Blind Side,20/11/2009,WB,342.7,35,309.2,7.7,3.87,129,53.2
Friday,Quentin Tarantino,crime,Pulp Fiction,14/10/1994,MiraMax,343.2,8,213.9,8.9,4.16,154,106
Friday,Barry Levinson,drama,Disclosure,9/12/1994,WB,343.4,55,214,6,3.29,128,131
Friday,Nancy Meyers,comedy,Something's Gotta Give,12/12/2003,Sony,344.7,80,266.7,6.7,3.49,128,142
Wednesday,Phillip Noyce,action,Clear and Present Danger,3/8/1994,Paramount Pictures,346.4,62,215.9,6.9,3.67,141,93.7
Friday,David Dobkin,comedy,Wedding Crashers,15/07/2005,New Line Cinema,347.3,40,285.2,7,3.54,119,75.9
Saturday,Brad Peyton,adventure,Journey 2: The Mysterious Island,11/2/2012,WB,347.3,79,335.3,5.8,2.84,94,231.4
Thursday,M. Night Shyamalan,action,The Last Airbender,1/7/2010,Paramount Pictures,348.7,150,319.7,4.3,2.36,103,187.9
Friday,Joe Pytka,animation,Space Jam,15/11/1996,WB,349.2,80,230.4,6.2,2.73,88,140
Friday,Ridley Scott,action,Robin Hood,14/05/2010,Universal,350.8,180,321.7,6.7,3.19,140,216.4
Friday,Tom McGrath,animation,Megamind,5/11/2010,Pacific Data/DreamWorks,351.1,130,321.9,7.3,3.72,95,173.5
Friday,Anthony Minghella,romance,The English Patient,15/11/1996,MiraMax,351.6,35,232,7.4,3.65,162,153.3
Friday,Anne Fletcher,comedy,The Proposal,19/06/2009,Buena Vista Studios,351.8,40,317.4,6.7,3.52,108,153.4
Friday,Joel Schumacher,action,Batman and Robin,20/06/1997,WB,352.9,125,238.2,3.6,3.06,125,130.9
Friday,Michael Bay,action,Bad Boys II,18/07/2003,Sony,353.2,130,273.3,6.5,3.09,147,134.7
Friday,Steven Soderbergh,biography,Erin Brockovich,17/03/2000,Universal,353.9,50,256.3,7.3,3.6,130,130.7
Wednesday,Raja Gosnell,animation,The Smurfs 2,31/07/2013,Sony,354.7,110,347.5,5.4,2.28,105,276.5
Wednesday,"Daniel Myrick, Eduardo Sanchez",horror,The Blair Witch Project,14/07/1999,Art House Studios,354.9,0.6,248.6,6.4,2.88,81,108.1
Friday,"Quentin Tarantino, Eli Roth",adventure,Inglourious Basterds,21/08/2009,Weinstein Company,356.4,70,321.5,8.3,4.02,153,200.9
Friday,George Miller,action,Mad Max: Fury Road,15/05/2015,WB,356.4,150,356.4,8.5,3.95,120,209.3
Friday,Brett Ratner,action,Rush Hour,18/09/1998,New Line Cinema,356.6,35,244.4,6.9,3.41,98,103.2
Friday,Steven Soderbergh,thriller,Ocean's Thirteen,8/6/2007,WB,357.1,85,311.3,6.9,3.5,122,194.2
Friday,Baz Luhrmann,drama,The Great Gatsby (2013),10/5/2013,WB,358.3,190,351,7.3,3.49,142,206.2
Friday,Oliver Stone,thriller,JFK,20/12/1991,WB,358.6,40,205.4,6.4,3.2,188,135
Friday,Neil Jordan,drama,Interview with the Vampire,11/11/1994,WB,359,50,223.7,7.6,3.49,123,118.4
Friday,Louis Leterrier,thriller,Now You See Me,31/05/2013,Lionsgate/Summit,359,75,351.7,7.3,3.54,115,234
Friday,Darren Aronofsky,drama,Black Swan,3/12/2010,Fox Searchlight Pictures,359.2,13,329.4,8,3.88,108,222.4
